dd,Unnamed: 0_x,customerEmail,transactionId,orderId,paymentMethodId,paymentMethodRegistrationFailure,paymentMethodType,paymentMethodProvider,transactionAmount,transactionFailed,orderState,Unnamed: 0_y,customerPhone,customerDevice,customerIPAddress,customerBillingAddress,No_Transactions,No_Orders,No_Payments,Fraud
172,282,dana09@yahoo.com,67qcpl0r,3ougge,yxsf33ipw,0,card,VISA 16 digit,67,0,failed,69,737-377-9701x577,ecu7ezz0ue67v3fce1o3,184.97.57.11,"9205 Jeremiah Field Suite 815
East Christopher, IA 93399",6,2,1,FALSE
18,398,johnlowery@gmail.com,300mewnx,kr2w5f,ktxquppwn,0,card,JCB 16 digit,14,0,fulfilled,27,1-981-877-0870,ntjnc4h0ldd2yia6m7u6,163.128.139.42,"1292 Tricia Key Suite 062
Marthabury, KS 40445",6,4,3,FALSE
227,569,mitchellgriffith@yahoo.com,ckvws967,87w5rm,x6zmw4nns,0,card,JCB 16 digit,25,0,fulfilled,143,+16(4)9016414340,jz66ap43id2y35ivfqa5,f259:657f:f329:2fca:c06c:8b57:d6ac:2380,"34944 Glenn Mountain
Sherryhaven, TN 36252",6,3,2,FALSE
436,61,johnlowery@gmail.com,009jh4iq,e0amku,ws9sghi5j,0,card,VISA 13 digit,30,0,fulfilled,79,155.688.4242x443,6py7ewqjkxjw8zjl9eri,69.138.168.116,"548 Bryant Inlet
Veronicaside, OK 00522",3,5,3,FALSE
137,384,smithtonya@huffman.org,x73jfun1,ye3d01,88huac0bv,0,card,VISA 16 digit,68,0,fulfilled,98,076-099-0630x72770,jx3d90d32iz1zlo5jntm,e4c:fb48:8ee2:9819:6ae8:8d3f:3b6a:a788,"87096 Warren Turnpike
Howellview, WA 74727-2420",8,4,4,TRUE
341,184,wdelacruz@yahoo.com,0xj8t0jz,vcyuse,usu93euvb,0,paypal,Discover,41,0,pending,2,4712252182,3nl9r01aoqks8pn0m4hb,8f3c:9e11:63b4:73bb:20d1:86c7:ab70:2e04,"401 Linda Circles Apt. 670
Raymondton, OH 67056-3087",10,2,2,FALSE
738,568,briana34@gmail.com,jh5r2s3s,nlghpa,0l7kszls7,0,card,Diners Club / Carte Blanche,34,0,fulfilled,16,962.300.2250,0g6v7n9n8k4pekxpqj2e,911e:44d8:824c:85a3:ba7a:6513:8d40:c4c3,"445 Nicole Hollow
Carterton, FM 48532",6,5,2,TRUE
97,600,johnlowery@gmail.com,u2xbyl92,vbcgbn,sdu0pppij,0,card,JCB 16 digit,23,0,fulfilled,31,463-609-3475,uu141ykhyig0cj3s98jr,7847:656d:453b:4e2d:8493:82f8:cff:502e,"814 Wagner Union
Ashleymouth, HI 35617",5,5,1,FALSE
265,155,meganwalters@chavez.com,hojsrmq7,uotwbi,f3l73qqm9,0,card,VISA 16 digit,12,1,fulfilled,106,599-142-6783,qywyyrk5r87k21ij3p62,163.128.139.42,"814 Wagner Union
Ashleymouth, HI 35617",2,4,2,FALSE
696,25,nancymayo@brown.com,5i9fxj2h,5ref00,je76d0ulj,1,bitcoin,VISA 16 digit,65,1,fulfilled,140,867.528.2694x83638,4gfo1e3xeirjanhwko92,e4c:fb48:8ee2:9819:6ae8:8d3f:3b6a:a788,"16953 Jennifer Springs
Kathybury, IL 02095-3215",0,5,1,FALSE
340,464,jameslandry@rodriguez.com,c5usmga3,3j539y,8xex97krx,0,card,American Express,64,0,fulfilled,132,(099)775-4222,dmqmkcujj3k31g0kr9b4,50.190.231.22,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",6,4,6,FALSE
99,366,brittanydean@hotmail.com,7p73brx2,28v6b0,yi3002uzs,0,card,JCB 15 digit,36,0,fulfilled,21,1-414-937-7421x73705,jz66ap43id2y35ivfqa5,45.203.99.249,"687 Rogers Bridge Suite 780
Valdezburgh, IN 23532",0,5,1,TRUE
275,116,ssmith@levine-harmon.biz,vn79akmv,rl4qc1,tfcg9eqwk,0,card,American Express,48,1,failed,64,986-625-5606,m97tf30d9wpav4njjfbm,222.79.159.140,"6174 Nicholas Cliffs Suite 855
Websterview, MN 44283-0599",10,4,1,FALSE
222,209,kathleenlee@yahoo.com,n78bpcgi,0b6r24,7964l78jo,0,paypal,Diners Club / Carte Blanche,45,0,fulfilled,21,804-331-7488x82163,y2n05wrk1bg8w21bey0t,3.225.227.70,"687 Rogers Bridge Suite 780
Valdezburgh, IN 23532",6,2,3,TRUE
731,606,dawn05@tucker-brown.com,gzs6it77,3vp1ao,aiker5vh0,0,card,JCB 16 digit,12,0,fulfilled,39,1-820-539-4726x993,yfpqgg5oxsn107veaala,254.155.117.48,"USNS Price
FPO AE 14661",6,2,2,TRUE
201,240,cuevasvicki@gmail.com,vo7nj6b8,7fs5td,7am579wop,0,card,VISA 16 digit,47,0,fulfilled,151,1-820-539-4726x993,ol87wpzs0jpsw13jlyko,e4c:fb48:8ee2:9819:6ae8:8d3f:3b6a:a788,"6927 Nathan Mountains
North April, PA 95355-9109",6,3,1,TRUE
324,79,1yf0@jedyz63t,m1w4y3sd,kanub7,qkhsgv41q,0,card,Mastercard,43,0,pending,53,737-377-9701x577,311kdz4c1210iixltk2j,72.251.102.162,"87096 Warren Turnpike
Howellview, WA 74727-2420",10,4,2,TRUE
789,97,hamiltonchristopher@yahoo.com,v2io6j5q,f1ykft,opyep1aoj,0,paypal,Diners Club / Carte Blanche,50,0,fulfilled,155,635.676.0955x524,uqdiolg8krd34n4phs18,163.128.139.42,"77711 Pamela Ridge
New Kayla, IL 27182",7,4,3,TRUE
658,506,brittanydean@hotmail.com,wmh52bns,xm4p49,74rqcnogo,0,card,VISA 13 digit,16,0,fulfilled,109,044-642-9860,3nl9r01aoqks8pn0m4hb,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,"372 Michael Club Suite 553
Herrerafort, MH 52953",7,3,3,FALSE
354,299,rbolton@hotmail.com,vfr9e4p1,kkj4g4,a8dggs0xt,0,card,Discover,48,0,fulfilled,119,1-321-386-6855x0101,s7m2fjcrk1y7lj0amm08,f82c:811f:8a02:e2d6:79b:fcaa:42de:570b,"4608 Travis Spring
Sarahtown, KS 65613",8,5,1,TRUE
782,200,johnlowery@gmail.com,i25dewqi,3ougge,yq0785i1q,0,card,JCB 16 digit,42,0,fulfilled,79,3115487766,84z3gd4fiabz488ybv9p,9717:f390:29c6:8d60:aee7:a054:1b90:9493,"USNS Price
FPO AE 14661",6,5,5,TRUE
535,238,marissacollins@mckinney.com,ao66pcnh,j8w6hq,8wpdnmsut,0,bitcoin,JCB 15 digit,10,1,failed,81,737-377-9701x577,cq5wya63n1w79o0hlnpm,cd18:5626:a1c4:7e99:addf:368e:c98:e772,"8649 Mcgee Locks Apt. 114
North Angelafort, IN 05272-4651",8,4,4,TRUE
146,154,veronica42@stokes.com,67o717jo,ghy2in,usu93euvb,1,card,JCB 16 digit,17,0,fulfilled,45,9686705337,84z3gd4fiabz488ybv9p,7243:82ce:52ca:f27b:f116:30c0:f704:59f3,"484 Pamela Pass
Lake Jessicaview, WI 12942-9074",8,4,2,FALSE
209,215,johnlowery@gmail.com,wpumno5r,u4dydn,bwj2e7i76,0,card,Maestro,20,0,fulfilled,22,153-392-3908x8124,ol87wpzs0jpsw13jlyko,45.203.99.249,"687 Rogers Bridge Suite 780
Valdezburgh, IN 23532",8,8,2,TRUE
587,94,johnlowery@gmail.com,ewy4l0pq,tc712d,3y1i3h6rv,0,card,Diners Club / Carte Blanche,21,1,fulfilled,155,255-915-9059x3369,ybz490o0v5781808jtzw,79.112.154.104,"484 Pamela Pass
Lake Jessicaview, WI 12942-9074",11,5,1,TRUE
317,587,uchen@malone.com,t2tr0zve,pc6hb6,st34e000q,0,paypal,Discover,22,0,fulfilled,79,867.528.2694x83638,311kdz4c1210iixltk2j,aae7:6c39:b70:7025:d60d:bab3:6547:4adc,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",7,3,1,TRUE
376,90,johnlowery@gmail.com,bjtbye6a,skhh6n,45ddgqcnf,0,card,American Express,20,0,fulfilled,13,1-321-386-6855x0101,ecu7ezz0ue67v3fce1o3,d89c:db0:5ff9:a150:9e6c:482d:c900:fb33,"813 Miller Lakes
Lake Christina, SD 29778-1298",6,5,2,FALSE
747,283,1yf0@jedyz63t,a2iekqhg,605pbl,45ddgqcnf,0,card,Voyager,34,1,fulfilled,156,+36(0)4967812825,qh7i8ad23hd5vosiuj5j,254.155.117.48,"484 Pamela Pass
Lake Jessicaview, WI 12942-9074",15,5,0,TRUE
152,395,johnlowery@gmail.com,gkolnfbh,dd8z28,8xex97krx,1,bitcoin,Voyager,74,0,fulfilled,11,621.591.0560,2in0fh7lep289n8dcbdz,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,"7769 Elizabeth Bridge Apt. 343
Nortonstad, FM 51359",5,5,1,TRUE
280,604,mitchellgriffith@yahoo.com,rxcql0ld,bunmsb,yxsf33ipw,0,card,JCB 16 digit,43,0,failed,155,1-410-373-1228x129,y04p9bz3r8dmmcpqxgzm,79.112.154.104,"77711 Pamela Ridge
New Kayla, IL 27182",4,1,1,FALSE
83,208,emilyroberts@hotmail.com,ah1qaf4c,znuuw1,7am579wop,0,paypal,Maestro,10,0,fulfilled,65,698-954-1805,smxfahki83m4rgsvgvki,203.246.172.244,"96103 Riley Walks
Michellefort, ID 98085-6066",7,6,1,TRUE
766,105,nolanalec@yahoo.com,i8zlhilq,np906j,88huac0bv,0,bitcoin,Diners Club / Carte Blanche,55,1,fulfilled,132,737-377-9701x577,dmqmkcujj3k31g0kr9b4,e4c:fb48:8ee2:9819:6ae8:8d3f:3b6a:a788,"372 Michael Club Suite 553
Herrerafort, MH 52953",7,1,2,TRUE
12,111,oaguirre@hotmail.com,aoyfjmwf,nm269f,bv4rt0waw,0,card,Maestro,34,0,fulfilled,59,143-448-8038x81186,zbn9it3s7yl69bjtrnqf,e4c:fb48:8ee2:9819:6ae8:8d3f:3b6a:a788,"42423 Marco Summit
New Mark, FM 17715",4,4,1,FALSE
395,570,johnlowery@gmail.com,nb7tswnn,1nblrq,866s0p6rq,0,card,American Express,46,0,fulfilled,135,+27(2)4721167637,obb41ux0zfa2td5ajo9s,196.89.235.192,"814 Wagner Union
Ashleymouth, HI 35617",2,3,1,FALSE
550,294,mitchellgriffith@yahoo.com,c5usmga3,7fs5td,xpd7j7c5g,0,card,Diners Club / Carte Blanche,13,0,fulfilled,165,+45(0)7468859801,2in0fh7lep289n8dcbdz,158.185.147.61,"548 Bryant Inlet
Veronicaside, OK 00522",4,4,5,FALSE
587,167,tmcpherson@wright.com,ulr6tqlz,57yhdo,8iizua67d,0,card,Mastercard,11,1,fulfilled,31,(522)133-8741x643,n29he2b6a841zcbiw2i9,4338:887b:3e9b:f16d:7257:2a21:6559:e9a4,"206 Olson Viaduct Apt. 982
North Charleschester, CA 67567",5,5,3,TRUE
193,412,jordanthomas@hayes-wilson.biz,cattpxq6,81wxhb,6954oj7dx,0,card,VISA 16 digit,43,0,fulfilled,97,1-394-145-7899x0176,rjb0adai34izqvys4938,7493:ab04:47ff:3a14:67d6:a128:a5b6:1500,"044 Ronnie Run
South Dawn, CA 49202-3034",13,2,1,FALSE
490,90,ybrown@gmail.com,cthnkebs,owjv3s,xlsn61ipv,0,apple pay,VISA 16 digit,57,1,fulfilled,59,1-753-714-9977x4456,jz66ap43id2y35ivfqa5,13ff:5a93:bc34:e190:5e4b:ac80:2e2d:6217,"77711 Pamela Ridge
New Kayla, IL 27182",15,8,4,TRUE
44,190,johnlowery@gmail.com,n53a4z93,f2u6qh,yxsf33ipw,0,paypal,VISA 16 digit,32,0,fulfilled,79,4712252182,szchbklzmzi87sa0oyz0,152.211.139.83,"Unit 6719 Box 6044
DPO AE 33534",4,4,2,TRUE
675,212,brooksdustin@knight.info,u2xbyl92,kanub7,wovt0cj5c,0,bitcoin,Voyager,22,0,fulfilled,128,+65(5)8997489788,kah1gtidszvnkih1lvtd,158.185.147.61,"37549 Crawford Forest
Christopherside, KY 96656",3,2,3,TRUE
373,237,finleybrianna@yahoo.com,fmt8i50f,itnk8y,opyep1aoj,0,bitcoin,JCB 16 digit,15,0,fulfilled,7,737-377-9701x577,969zz9zdj8z4gns4sx5p,99.149.12.193,"08238 Kyle Squares Suite 893
Millermouth, IN 27535-5397",4,4,2,TRUE
668,385,johnlowery@gmail.com,o0acxutg,u3ogjs,6954oj7dx,0,card,JCB 16 digit,34,0,pending,27,+45(0)7468859801,1a88bvu79nax6873na08,99.149.12.193,"34958 Sean View
West Robert, DE 93344-9833",6,4,2,FALSE
21,429,thomasryan@conrad.net,e6vl0gpx,lajvhn,a8dggs0xt,0,card,Maestro,11,0,fulfilled,154,(089)703-7360x8848,969zz9zdj8z4gns4sx5p,212.144.68.190,"9205 Jeremiah Field Suite 815
East Christopher, IA 93399",6,2,1,FALSE
729,153,sbrown@hughes.biz,ah1qaf4c,pc6hb6,5dcw1pvfp,1,card,Maestro,49,0,fulfilled,148,444-358-6570x947,j0pd24k5h8dl2fqu0cz4,164.79.214.9,"3074 Caroline Oval
Lake Maryburgh, MA 15880",15,5,1,TRUE
472,313,qramsey@hotmail.com,aziryp5p,src36a,76bw9eqg2,0,apple pay,Mastercard,46,0,fulfilled,7,1-020-923-6697x8718,tyijaify2hqadwslejyr,2be:a4d5:eb39:fa22:2650:83d5:917f:5f23,"518 Wood Mews Apt. 970
Dillonstad, NE 43317-3945",5,2,5,TRUE
150,308,johnlowery@gmail.com,u2mtko2f,kr2w5f,schhirx31,0,card,Maestro,16,0,fulfilled,81,1-820-539-4726x993,4gfo1e3xeirjanhwko92,1a1c:b6f1:5c57:e9b8:28c0:edc0:9935:e55a,"8663 Kaitlyn Key
Brittanyview, CT 46389",4,1,1,TRUE
123,284,harrisnicholas@mitchell-hancock.com,s0yyt7of,zrklm8,2nfc926ij,0,card,Maestro,37,0,fulfilled,68,1-981-877-0870,uu141ykhyig0cj3s98jr,3517:8e52:885:8640:a59:f5fd:cb33:b06a,"08238 Kyle Squares Suite 893
Millermouth, IN 27535-5397",0,5,5,FALSE
194,595,cuevasvicki@gmail.com,0xj8t0jz,8p5okv,yk3gx9knx,0,card,VISA 13 digit,34,0,fulfilled,126,024.420.0375,wb0uylp0rwy01x5j1jzd,97.111.97.42,"Unit 6719 Box 6044
DPO AE 33534",6,4,3,TRUE
530,611,jordanthomas@hayes-wilson.biz,i7p3731v,8s2s9r,wl0wgtfn2,0,card,VISA 16 digit,32,0,fulfilled,106,+00(2)1650962747,at92v1f1r3shwbeujiap,5176:b1b5:d308:40b9:7c25:f5bf:4258:52d2,"3195 Farmer Mills Apt. 946
Brittanymouth, IA 14170",3,4,2,FALSE
374,237,johnlowery@gmail.com,d4f44rhh,0ssrq7,wovt0cj5c,0,card,JCB 16 digit,60,1,fulfilled,133,076-099-0630x72770,j3a0155srqw0yeqvbgps,97.111.97.42,"16953 Jennifer Springs
Kathybury, IL 02095-3215",5,2,1,TRUE
753,440,bowenwilliam@yahoo.com,ls23wjjk,zxyice,orf4mjxo2,1,card,Diners Club / Carte Blanche,25,1,fulfilled,79,4712252182,yz4l2bgbvzra5eb5qcan,222.79.159.140,"08238 Kyle Squares Suite 893
Millermouth, IN 27535-5397",5,4,6,FALSE
780,260,karen54@mullins.biz,p4bjmsol,b8mpa4,1tmkeoxbm,0,card,VISA 16 digit,14,0,pending,164,(250)632-6631x02499,dhe9trcjv1fyr2vr18q2,13ff:5a93:bc34:e190:5e4b:ac80:2e2d:6217,"372 Michael Club Suite 553
Herrerafort, MH 52953",2,3,2,TRUE
263,39,ybrown@gmail.com,aq1qv1td,m1ivme,1phhc3468,0,card,Voyager,61,0,fulfilled,45,635.676.0955x524,eaul63h9guyvwuymfn3z,254.155.117.48,"08238 Kyle Squares Suite 893
Millermouth, IN 27535-5397",6,2,1,FALSE
78,4,vmiller@hotmail.com,0mnx24qs,50o0jf,6954oj7dx,1,card,Maestro,11,1,fulfilled,166,523.689.5105x7670,nsbh7z6p9hw17qq4mhhh,e4c:fb48:8ee2:9819:6ae8:8d3f:3b6a:a788,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",2,5,1,TRUE
800,252,mitchellgriffith@yahoo.com,s7r7mdlh,9eubwc,5ad6rm0sb,0,card,American Express,21,1,fulfilled,79,629.489.3980,2in0fh7lep289n8dcbdz,101.94.37.245,"5156 Greene Park Apt. 748
New Sandra, CA 14802-7364",4,6,2,FALSE
154,277,hughesjonathan@pena.org,c5usmga3,1c0bds,9i0e5d5ex,0,card,JCB 15 digit,12,0,pending,19,9686705337,rjb0adai34izqvys4938,212.144.68.190,"548 Bryant Inlet
Veronicaside, OK 00522",3,4,2,FALSE
799,119,johnlowery@gmail.com,exdzrfbl,ghy2in,v50sqfm8h,0,card,Discover,46,0,fulfilled,65,(522)133-8741x643,c3r2qzqwc9anp6utob7n,219.222.4.152,"044 Ronnie Run
South Dawn, CA 49202-3034",3,8,0,TRUE
245,24,mitchellgriffith@yahoo.com,c5w6btep,7h0dat,opyep1aoj,0,card,Discover,41,0,fulfilled,46,044-642-9860,fd5khwqxgptuyvtl59mp,219.173.211.202,"586 Johnson Courts
South Timothymouth, OH 66490",6,2,1,TRUE
8,571,hj8maoy@1jcfcxs7,t2tr0zve,93lzyc,uljh0fhae,1,card,Diners Club / Carte Blanche,46,0,fulfilled,39,1-836-334-7673,yz4l2bgbvzra5eb5qcan,45.203.99.249,"6223 Cheyenne Villages Suite 751
Coryborough, ID 21264-7220",6,5,5,TRUE
67,178,cathy42@gibson.com,20fwt83g,ooxrwm,xp5bh6v2n,1,bitcoin,JCB 15 digit,43,0,failed,62,(508)223-3834,hmkn4nmfc5q5mgify2zw,f15:32d4:97fb:c211:3d4e:a471:af9c:6c34,"8663 Kaitlyn Key
Brittanyview, CT 46389",13,3,2,TRUE
506,149,uchen@malone.com,vfr9e4p1,4x7vmr,pube8iuin,0,card,VISA 16 digit,35,0,fulfilled,155,599-142-6783,2vpovzopjoqppeqfa5nw,181.90.104.120,"12350 Nicholas Greens
Lawsonborough, NC 70237-3962",4,4,1,FALSE
622,245,ijuarez@yahoo.com,soaefwfo,p1yimo,8ohzdp1ql,0,apple pay,VISA 16 digit,13,0,fulfilled,165,1-019-956-8013,ntjnc4h0ldd2yia6m7u6,163.128.139.42,"87096 Warren Turnpike
Howellview, WA 74727-2420",3,4,3,TRUE
693,198,karen54@mullins.biz,i25dewqi,1bubxa,1uzbo147p,0,card,Mastercard,19,0,fulfilled,45,+45(0)7468859801,tyijaify2hqadwslejyr,4304:521a:e1c3:766b:21f3:ac3:4ab2:5a2,"664 Maurice Row Suite 634
New Jodi, OR 56525",5,1,1,FALSE
188,81,johnlowery@gmail.com,idhsbo74,gbnio0,8wpdnmsut,0,bitcoin,Diners Club / Carte Blanche,46,1,fulfilled,98,044-642-9860,yfpqgg5oxsn107veaala,911e:44d8:824c:85a3:ba7a:6513:8d40:c4c3,"46383 Matthew Track Apt. 220
Romanburgh, DC 95125",1,1,3,TRUE
753,156,johnlowery@gmail.com,88pxkgun,mfgt1j,opyep1aoj,0,card,American Express,31,1,fulfilled,165,1-981-877-0870,j3a0155srqw0yeqvbgps,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,"33328 Mendez Shore Apt. 328
North Miguelville, MT 05102-0874",6,1,2,FALSE
762,239,johnlowery@gmail.com,a77klpib,fbz9ep,7yen1m1q8,0,card,VISA 13 digit,48,0,fulfilled,79,902.047.2861,1mt65bhu4bzyrmzeitz6,45.203.99.249,"130 Kimberly Junctions
Ericmouth, KS 59756-2919",4,3,2,FALSE
12,443,dana09@yahoo.com,hjsrew5l,r0ufv3,74rqcnogo,0,card,Voyager,35,0,fulfilled,100,902.047.2861,ui77ukzr5lnqpajdk03u,b298:90c6:ce22:e0aa:5906:4ec3:d8c:a455,"872 Ashley Island Apt. 254
East Anthonytown, LA 10352",5,5,1,TRUE
622,607,harrisnicholas@mitchell-hancock.com,o9wqic08,dyyrat,zn4e11ck7,0,bitcoin,VISA 16 digit,21,0,fulfilled,165,1-023-275-4692,j8cp1uydkuyza2eo0mir,229.2.225.188,"130 Kimberly Junctions
Ericmouth, KS 59756-2919",4,5,1,TRUE
534,235,joshua00@hotmail.com,xggmoajo,lajvhn,w8f4lcsen,0,card,VISA 13 digit,65,0,fulfilled,48,4712252182,6qy6oa3nqutsyyxzc54c,222.79.159.140,"548 Bryant Inlet
Veronicaside, OK 00522",5,5,2,FALSE
229,353,brianthomas@yahoo.com,my4g00b1,93lzyc,736fivko4,0,card,JCB 16 digit,74,1,pending,29,867.528.2694x83638,wr3wy5qmkd8qqwljulll,f82c:811f:8a02:e2d6:79b:fcaa:42de:570b,"5769 Ronald Brook Suite 963
Lake Jasonfurt, MS 45350-9530",5,6,1,TRUE
124,571,johnlowery@gmail.com,tp8rcpaj,ccuh4k,js2v4zlym,0,card,Voyager,36,0,fulfilled,63,523.689.5105x7670,j0pd24k5h8dl2fqu0cz4,203.246.172.244,"484 Pamela Pass
Lake Jessicaview, WI 12942-9074",7,5,2,FALSE
0,567,ethompson@jackson-sanders.com,xjulqy8x,np906j,7am579wop,0,card,Voyager,47,0,fulfilled,165,716-379-6345,uu141ykhyig0cj3s98jr,132.132.95.33,"88979 Jennifer Field Suite 069
Robertchester, CT 26498-8802",7,4,2,FALSE
282,333,mgould@yahoo.com,gzs6it77,l4l6tx,7yen1m1q8,0,card,VISA 13 digit,24,0,fulfilled,11,1-820-539-4726x993,wb0uylp0rwy01x5j1jzd,296d:59fe:a919:21ac:16dd:96f5:10b3:4f83,"5154 Fernandez Points Apt. 712
Mcguirehaven, MN 91595",5,5,2,TRUE
604,283,jameslandry@rodriguez.com,lyq2dt5j,1b71xd,xrqpqnjba,0,card,JCB 15 digit,10,0,pending,10,4103378280,gt7k74rsgtklj0zjx8gl,fb35:e7e4:1368:817f:b75e:6473:d60b:93a8,"46383 Matthew Track Apt. 220
Romanburgh, DC 95125",4,4,1,TRUE
505,26,blackjoel@wright.com,aoyfjmwf,kanub7,tfff8yjzo,0,card,VISA 16 digit,10,1,failed,79,347-432-4171,yyeiaxpltf82440jnb3v,5176:b1b5:d308:40b9:7c25:f5bf:4258:52d2,"16855 Lopez Tunnel
Port Stephanieville, PW 58997-9470",0,2,6,TRUE
262,253,cindydeleon@yahoo.com,fkjd0vf6,vjbdvd,hs3hemcz6,0,apple pay,JCB 16 digit,11,0,fulfilled,136,(425)200-2228,18cnggmlahgf7trpqsu8,58.13.30.104,"8663 Kaitlyn Key
Brittanyview, CT 46389",5,2,1,FALSE
168,436,johnlowery@gmail.com,gj13pt1o,ghy2in,opyep1aoj,0,card,JCB 16 digit,43,0,fulfilled,87,1-114-728-2835x715,m97tf30d9wpav4njjfbm,168.56.122.190,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",3,3,1,FALSE
217,472,johnlowery@gmail.com,f0iufxzu,7h0dat,opyep1aoj,0,card,Maestro,15,0,fulfilled,133,738-700-9649x102,s7dtery2p2f00b7qnwvv,229.2.225.188,"9811 Allison Harbors
Perryberg, SC 57620-9104",6,6,2,FALSE
660,125,briana34@gmail.com,i8zlhilq,v91d47,h2awlopgd,0,paypal,JCB 16 digit,35,0,fulfilled,20,+96(0)1872091077,qh7i8ad23hd5vosiuj5j,219.222.4.152,"130 Kimberly Junctions
Ericmouth, KS 59756-2919",7,0,1,TRUE
772,396,whitedavid@jones-lloyd.org,7m39em4p,2bwa43,h5wy1uso1,0,card,JCB 16 digit,46,0,fulfilled,61,256720158,fmm4yabu9llergl9qbl9,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,"USNS Price
FPO AE 14661",5,3,6,FALSE
471,356,johnlowery@gmail.com,sw740j0n,fng05a,st34e000q,0,card,Mastercard,30,0,failed,142,(651)355-4709,navessqcnmc9csfjn5cj,184.74.109.237,"814 Wagner Union
Ashleymouth, HI 35617",15,6,4,TRUE
641,283,johnlowery@gmail.com,xqb78j8d,lwn8yr,4rdcaqhb7,0,paypal,Discover,46,0,fulfilled,69,000-734-4774,tyijaify2hqadwslejyr,203.246.172.244,"Unit 6719 Box 6044
DPO AE 33534",4,5,1,TRUE
103,551,johnlowery@gmail.com,6wvb00ik,znrz7h,88huac0bv,0,card,Maestro,34,1,fulfilled,52,5045239487,lu4fgcug8dr0dwbcuui1,222.79.159.140,"229 Michelle Union Suite 692
Lake Sarahport, AS 45607",3,0,1,TRUE
550,186,ssmith@levine-harmon.biz,c4fephmj,87w5rm,n8g5z0l5a,0,card,Maestro,55,0,fulfilled,148,1-820-539-4726x993,4hzaaor6es3iyuiavyio,35.23.150.176,"77711 Pamela Ridge
New Kayla, IL 27182",3,4,1,FALSE
699,440,fharris@hotmail.com,3asqnj9h,nm269f,je76d0ulj,0,card,JCB 16 digit,42,0,fulfilled,4,(071)934-3315x27613,nsbh7z6p9hw17qq4mhhh,130.55.185.234,"Unit 4843 Box 7401
DPO AP 92304-9120",1,5,1,FALSE
389,276,tmcpherson@wright.com,aoyfjmwf,czmdey,gims4zlcp,1,card,Maestro,42,0,fulfilled,45,1-820-539-4726x993,tyijaify2hqadwslejyr,222.79.159.140,"12350 Nicholas Greens
Lawsonborough, NC 70237-3962",5,4,2,FALSE
684,152,johnlowery@gmail.com,464cuad3,nm269f,p4of42zn1,0,card,Discover,54,0,failed,140,737-377-9701x577,pabten624qp5gacfxnxh,296d:59fe:a919:21ac:16dd:96f5:10b3:4f83,"90771 Daniel Field Apt. 429
North Jamesland, IL 45690",5,3,6,TRUE
263,234,warrenedward@arnold.com,mq9xpl0j,gbnio0,j3foo2l16,0,apple pay,Voyager,25,0,fulfilled,58,1-321-386-6855x0101,2vpovzopjoqppeqfa5nw,6c21:ac1d:2089:68fa:abb7:8c00:525f:6588,"12350 Nicholas Greens
Lawsonborough, NC 70237-3962",6,3,0,TRUE
766,72,johnlowery@gmail.com,s0yyt7of,heeu8i,14t4urgqg,0,apple pay,Maestro,49,1,fulfilled,78,+16(4)9016414340,0o4xh6wbyuxwchh1la5f,97.111.97.42,"814 Wagner Union
Ashleymouth, HI 35617",6,4,1,FALSE
724,235,kathleenlee@yahoo.com,fwq4f8bn,3j539y,xci7mpl5h,0,card,VISA 16 digit,11,0,fulfilled,102,1-804-264-1481x08539,ybz490o0v5781808jtzw,2be:a4d5:eb39:fa22:2650:83d5:917f:5f23,"258 Teresa Crescent Apt. 167
Rodriguezmouth, AS 13930",5,3,6,TRUE
152,27,sbrown@hughes.biz,gzs6it77,r55imo,tulie7ios,0,paypal,American Express,47,0,fulfilled,79,830-346-6543x518,akahn9g6l5245a3zfby6,f15:32d4:97fb:c211:3d4e:a471:af9c:6c34,"372 Michael Club Suite 553
Herrerafort, MH 52953",8,8,1,FALSE
751,111,hughesjonathan@pena.org,qblmwgfm,lwn8yr,bwj2e7i76,0,card,JCB 16 digit,31,0,pending,32,(833)029-3127,056bfyj4m7svmdeex8z1,fb35:e7e4:1368:817f:b75e:6473:d60b:93a8,"548 Bryant Inlet
Veronicaside, OK 00522",5,5,4,TRUE
641,153,jordanthomas@hayes-wilson.biz,crwqqfpi,z2x7az,dakq3e620,0,card,JCB 15 digit,46,1,fulfilled,10,9686705337,4m7h5ipl1shyavt6vv2r,58.13.30.104,"4608 Travis Spring
Sarahtown, KS 65613",0,6,2,TRUE
694,285,uguzman@yahoo.com,h0heqcju,ebz04t,o2ct2h9fp,1,card,JCB 15 digit,26,0,fulfilled,94,1-114-728-2835x715,nsbh7z6p9hw17qq4mhhh,73.182.31.59,"687 Rogers Bridge Suite 780
Valdezburgh, IN 23532",7,5,0,TRUE
